dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,casual_sum,registered_sum,cnt_sum
2012-01-16,spring,2012,January,13,holiday,Monday,not workingday,mist,0.24,0.197,0.41,0.4179,26,202,228,217,2081,2298
2012-01-16,spring,2012,January,14,holiday,Monday,not workingday,clear,0.24,0.2121,0.44,0.3881,23,158,181,217,2081,2298
2012-01-16,spring,2012,January,15,holiday,Monday,not workingday,clear,0.26,0.2121,0.44,0.4478,17,175,192,217,2081,2298
2012-01-16,spring,2012,January,16,holiday,Monday,not workingday,clear,0.26,0.2273,0.44,0.3582,22,158,180,217,2081,2298
2012-01-16,spring,2012,January,17,holiday,Monday,not workingday,clear,0.26,0.2273,0.48,0.3284,19,174,193,217,2081,2298
2012-01-16,spring,2012,January,18,holiday,Monday,not workingday,clear,0.26,0.2273,0.52,0.3284,6,175,181,217,2081,2298
2012-01-16,spring,2012,January,19,holiday,Monday,not workingday,clear,0.26,0.2424,0.56,0.2836,10,134,144,217,2081,2298
2012-01-16,spring,2012,January,20,holiday,Monday,not workingday,clear,0.26,0.2424,0.6,0.2836,2,88,90,217,2081,2298
2012-01-16,spring,2012,January,21,holiday,Monday,not workingday,clear,0.28,0.2576,0.52,0.3284,3,46,49,217,2081,2298
2012-01-16,spring,2012,January,22,holiday,Monday,not workingday,mist,0.3,0.2727,0.49,0.3582,4,39,43,217,2081,2298
2012-01-16,spring,2012,January,23,holiday,Monday,not workingday,light rain,0.26,0.2273,0.7,0.2985,0,28,28,217,2081,2298
2012-01-17,spring,2012,January,0,not holiday,Tuesday,workingday,mist,0.26,0.2273,0.7,0.3284,0,12,12,127,2808,2935
2012-01-17,spring,2012,January,1,not holiday,Tuesday,workingday,mist,0.28,0.2576,0.65,0.3582,0,2,2,127,2808,2935
2012-01-17,spring,2012,January,2,not holiday,Tuesday,workingday,light rain,0.28,0.2727,0.75,0.2537,0,12,12,127,2808,2935
2012-01-17,spring,2012,January,4,not holiday,Tuesday,workingday,light rain,0.32,0.303,0.66,0.3284,0,2,2,127,2808,2935
2012-01-17,spring,2012,January,5,not holiday,Tuesday,workingday,light rain,0.32,0.303,0.66,0.3284,0,13,13,127,2808,2935
2012-01-17,spring,2012,January,6,not holiday,Tuesday,workingday,light rain,0.3,0.2879,0.75,0.2537,0,57,57,127,2808,2935
2012-01-17,spring,2012,January,7,not holiday,Tuesday,workingday,light rain,0.3,0.2879,0.81,0.2239,5,121,126,127,2808,2935
2012-01-17,spring,2012,January,8,not holiday,Tuesday,workingday,light rain,0.3,0.2879,0.81,0.2836,3,90,93,127,2808,2935
2012-01-17,spring,2012,January,9,not holiday,Tuesday,workingday,light rain,0.32,0.303,0.81,0.2537,7,61,68,127,2808,2935
2012-01-17,spring,2012,January,10,not holiday,Tuesday,workingday,light rain,0.3,0.2879,0.87,0.2537,1,61,62,127,2808,2935
2012-01-17,spring,2012,January,11,not holiday,Tuesday,workingday,mist,0.34,0.3485,0.87,0.1045,2,73,75,127,2808,2935
2012-01-17,spring,2012,January,12,not holiday,Tuesday,workingday,mist,0.32,0.303,0.87,0.2836,3,83,86,127,2808,2935
2012-01-17,spring,2012,January,13,not holiday,Tuesday,workingday,mist,0.38,0.3939,0.76,0.3284,8,95,103,127,2808,2935
2012-01-17,spring,2012,January,14,not holiday,Tuesday,workingday,clear,0.44,0.4394,0.62,0.4925,12,120,132,127,2808,2935
2012-01-17,spring,2012,January,15,not holiday,Tuesday,workingday,clear,0.44,0.4394,0.62,0.4925,6,123,129,127,2808,2935
2012-01-17,spring,2012,January,16,not holiday,Tuesday,workingday,clear,0.46,0.4545,0.63,0.5522,14,205,219,127,2808,2935
2012-01-17,spring,2012,January,17,not holiday,Tuesday,workingday,clear,0.46,0.4545,0.63,0.4478,20,442,462,127,2808,2935
2012-01-17,spring,2012,January,18,not holiday,Tuesday,workingday,clear,0.46,0.4545,0.63,0.4478,12,451,463,127,2808,2935
2012-01-17,spring,2012,January,19,not holiday,Tuesday,workingday,clear,0.46,0.4545,0.63,0.4179,11,297,308,127,2808,2935
2012-01-17,spring,2012,January,20,not holiday,Tuesday,workingday,clear,0.46,0.4545,0.63,0.3582,11,169,180,127,2808,2935
2012-01-17,spring,2012,January,21,not holiday,Tuesday,workingday,clear,0.46,0.4545,0.67,0.4627,6,174,180,127,2808,2935
2012-01-17,spring,2012,January,22,not holiday,Tuesday,workingday,clear,0.46,0.4545,0.72,0.3881,5,85,90,127,2808,2935
2012-01-17,spring,2012,January,23,not holiday,Tuesday,workingday,clear,0.46,0.4545,0.72,0.3881,1,60,61,127,2808,2935
2012-01-18,spring,2012,January,0,not holiday,Wednesday,workingday,mist,0.46,0.4545,0.77,0.3284,3,14,17,109,3267,3376
2012-01-18,spring,2012,January,1,not holiday,Wednesday,workingday,mist,0.46,0.4545,0.77,0.3284,0,10,10,109,3267,3376
2012-01-18,spring,2012,January,2,not holiday,Wednesday,workingday,mist,0.44,0.4394,0.51,0.4925,1,1,2,109,3267,3376
2012-01-18,spring,2012,January,3,not holiday,Wednesday,workingday,mist,0.44,0.4394,0.51,0.4925,1,3,4,109,3267,3376
2012-01-18,spring,2012,January,4,not holiday,Wednesday,workingday,clear,0.34,0.2879,0.46,0.5224,0,1,1,109,3267,3376
2012-01-18,spring,2012,January,5,not holiday,Wednesday,workingday,clear,0.34,0.2879,0.46,0.5224,0,29,29,109,3267,3376
2012-01-18,spring,2012,January,6,not holiday,Wednesday,workingday,clear,0.34,0.2879,0.36,0.5224,0,88,88,109,3267,3376
2012-01-18,spring,2012,January,7,not holiday,Wednesday,workingday,clear,0.32,0.2879,0.42,0.3582,1,262,263,109,3267,3376
2012-01-18,spring,2012,January,8,not holiday,Wednesday,workingday,clear,0.3,0.2727,0.52,0.4179,15,474,489,109,3267,3376
2012-01-18,spring,2012,January,9,not holiday,Wednesday,workingday,clear,0.28,0.2576,0.52,0.3284,6,196,202,109,3267,3376
2012-01-18,spring,2012,January,10,not holiday,Wednesday,workingday,clear,0.3,0.2727,0.42,0.4627,5,88,93,109,3267,3376
2012-01-18,spring,2012,January,11,not holiday,Wednesday,workingday,clear,0.3,0.2727,0.42,0.3881,4,110,114,109,3267,3376
2012-01-18,spring,2012,January,12,not holiday,Wednesday,workingday,clear,0.3,0.2576,0.39,0.4925,6,155,161,109,3267,3376
2012-01-18,spring,2012,January,13,not holiday,Wednesday,workingday,clear,0.3,0.2727,0.42,0.4627,6,124,130,109,3267,3376
2012-01-18,spring,2012,January,14,not holiday,Wednesday,workingday,clear,0.3,0.2727,0.33,0.3881,7,98,105,109,3267,3376
2012-01-18,spring,2012,January,15,not holiday,Wednesday,workingday,clear,0.3,0.2576,0.33,0.5224,8,122,130,109,3267,3376
2012-01-18,spring,2012,January,16,not holiday,Wednesday,workingday,clear,0.28,0.2273,0.3,0.5224,13,163,176,109,3267,3376
2012-01-18,spring,2012,January,17,not holiday,Wednesday,workingday,clear,0.26,0.2121,0.33,0.4478,8,338,346,109,3267,3376
2012-01-18,spring,2012,January,18,not holiday,Wednesday,workingday,clear,0.24,0.2121,0.32,0.3582,8,347,355,109,3267,3376
2012-01-18,spring,2012,January,19,not holiday,Wednesday,workingday,clear,0.22,0.197,0.37,0.3881,5,251,256,109,3267,3376
2012-01-18,spring,2012,January,20,not holiday,Wednesday,workingday,clear,0.22,0.2121,0.37,0.2537,1,164,165,109,3267,3376
2012-01-18,spring,2012,January,21,not holiday,Wednesday,workingday,clear,0.2,0.1667,0.4,0.4179,5,119,124,109,3267,3376
2012-01-18,spring,2012,January,22,not holiday,Wednesday,workingday,clear,0.18,0.1667,0.47,0.2537,4,74,78,109,3267,3376
2012-01-18,spring,2012,January,23,not holiday,Wednesday,workingday,clear,0.16,0.1364,0.47,0.2985,2,36,38,109,3267,3376
2012-01-19,spring,2012,January,0,not holiday,Thursday,workingday,clear,0.14,0.1364,0.5,0.194,0,16,16,130,3162,3292
2012-01-19,spring,2012,January,1,not holiday,Thursday,workingday,clear,0.14,0.1515,0.5,0.1642,0,5,5,130,3162,3292
2012-01-19,spring,2012,January,2,not holiday,Thursday,workingday,clear,0.14,0.1515,0.5,0.1343,0,3,3,130,3162,3292
2012-01-19,spring,2012,January,3,not holiday,Thursday,workingday,clear,0.12,0.1515,0.54,0.1045,0,4,4,130,3162,3292
2012-01-19,spring,2012,January,4,not holiday,Thursday,workingday,clear,0.12,0.1515,0.54,0.1045,0,1,1,130,3162,3292
2012-01-19,spring,2012,January,5,not holiday,Thursday,workingday,clear,0.12,0.1212,0.55,0.2537,0,19,19,130,3162,3292
2012-01-19,spring,2012,January,6,not holiday,Thursday,workingday,clear,0.12,0.1364,0.54,0.1642,0,86,86,130,3162,3292
2012-01-19,spring,2012,January,7,not holiday,Thursday,workingday,clear,0.12,0.1667,0.54,0.0896,2,204,206,130,3162,3292
2012-01-19,spring,2012,January,8,not holiday,Thursday,workingday,clear,0.12,0.1515,0.54,0.1045,9,414,423,130,3162,3292
2012-01-19,spring,2012,January,9,not holiday,Thursday,workingday,clear,0.12,0.197,0.54,0.0,6,204,210,130,3162,3292
2012-01-19,spring,2012,January,10,not holiday,Thursday,workingday,clear,0.14,0.2121,0.59,0.0,10,98,108,130,3162,3292
2012-01-19,spring,2012,January,11,not holiday,Thursday,workingday,clear,0.16,0.1667,0.55,0.1642,6,93,99,130,3162,3292
2012-01-19,spring,2012,January,12,not holiday,Thursday,workingday,clear,0.2,0.197,0.51,0.194,5,106,111,130,3162,3292
2012-01-19,spring,2012,January,13,not holiday,Thursday,workingday,clear,0.22,0.2121,0.47,0.2836,6,118,124,130,3162,3292
2012-01-19,spring,2012,January,14,not holiday,Thursday,workingday,clear,0.24,0.2273,0.44,0.194,15,104,119,130,3162,3292
2012-01-19,spring,2012,January,15,not holiday,Thursday,workingday,clear,0.26,0.2273,0.44,0.2985,9,118,127,130,3162,3292
2012-01-19,spring,2012,January,16,not holiday,Thursday,workingday,clear,0.26,0.2273,0.41,0.3284,8,185,193,130,3162,3292
2012-01-19,spring,2012,January,17,not holiday,Thursday,workingday,mist,0.26,0.2273,0.44,0.3284,21,364,385,130,3162,3292
2012-01-19,spring,2012,January,18,not holiday,Thursday,workingday,mist,0.26,0.2273,0.44,0.3284,16,345,361,130,3162,3292
2012-01-19,spring,2012,January,19,not holiday,Thursday,workingday,mist,0.26,0.2273,0.48,0.2985,5,229,234,130,3162,3292
2012-01-19,spring,2012,January,20,not holiday,Thursday,workingday,clear,0.26,0.2121,0.52,0.4478,7,184,191,130,3162,3292
2012-01-19,spring,2012,January,21,not holiday,Thursday,workingday,clear,0.26,0.2273,0.44,0.3582,4,117,121,130,3162,3292
2012-01-19,spring,2012,January,22,not holiday,Thursday,workingday,mist,0.26,0.2273,0.44,0.4179,0,90,90,130,3162,3292
2012-01-19,spring,2012,January,23,not holiday,Thursday,workingday,clear,0.26,0.2273,0.48,0.3284,1,55,56,130,3162,3292
2012-01-20,spring,2012,January,0,not holiday,Friday,workingday,mist,0.26,0.2273,0.48,0.2985,3,24,27,115,3048,3163
2012-01-20,spring,2012,January,1,not holiday,Friday,workingday,clear,0.26,0.2727,0.48,0.1343,0,15,15,115,3048,3163
2012-01-20,spring,2012,January,2,not holiday,Friday,workingday,clear,0.26,0.2727,0.48,0.1343,0,11,11,115,3048,3163
2012-01-20,spring,2012,January,3,not holiday,Friday,workingday,clear,0.24,0.2576,0.52,0.1045,0,4,4,115,3048,3163
2012-01-20,spring,2012,January,4,not holiday,Friday,workingday,clear,0.22,0.2424,0.6,0.1045,0,3,3,115,3048,3163
2012-01-20,spring,2012,January,5,not holiday,Friday,workingday,clear,0.22,0.2424,0.6,0.1045,0,19,19,115,3048,3163
2012-01-20,spring,2012,January,6,not holiday,Friday,workingday,clear,0.24,0.2121,0.6,0.2836,0,68,68,115,3048,3163
2012-01-20,spring,2012,January,7,not holiday,Friday,workingday,clear,0.22,0.2121,0.69,0.2239,2,183,185,115,3048,3163
2012-01-20,spring,2012,January,8,not holiday,Friday,workingday,clear,0.22,0.2121,0.64,0.2537,4,421,425,115,3048,3163
2012-01-20,spring,2012,January,9,not holiday,Friday,workingday,clear,0.22,0.197,0.47,0.3881,21,242,263,115,3048,3163
2012-01-20,spring,2012,January,10,not holiday,Friday,workingday,mist,0.22,0.2121,0.44,0.2836,1,96,97,115,3048,3163
2012-01-20,spring,2012,January,11,not holiday,Friday,workingday,mist,0.2,0.1818,0.32,0.3582,6,117,123,115,3048,3163
2012-01-20,spring,2012,January,12,not holiday,Friday,workingday,mist,0.2,0.1818,0.34,0.3284,5,119,124,115,3048,3163
2012-01-20,spring,2012,January,13,not holiday,Friday,workingday,clear,0.22,0.2121,0.32,0.2985,12,144,156,115,3048,3163
2012-01-20,spring,2012,January,14,not holiday,Friday,workingday,mist,0.22,0.2121,0.35,0.2985,8,107,115,115,3048,3163
2012-01-20,spring,2012,January,15,not holiday,Friday,workingday,mist,0.22,0.2273,0.35,0.194,12,144,156,115,3048,3163
2012-01-20,spring,2012,January,16,not holiday,Friday,workingday,mist,0.2,0.2121,0.37,0.1642,11,163,174,115,3048,3163
2012-01-20,spring,2012,January,17,not holiday,Friday,workingday,mist,0.22,0.2576,0.32,0.0896,9,340,349,115,3048,3163
2012-01-20,spring,2012,January,18,not holiday,Friday,workingday,mist,0.2,0.2273,0.34,0.0896,5,296,301,115,3048,3163
2012-01-20,spring,2012,January,19,not holiday,Friday,workingday,mist,0.2,0.2273,0.37,0.1045,6,186,192,115,3048,3163
2012-01-20,spring,2012,January,20,not holiday,Friday,workingday,mist,0.2,0.2273,0.34,0.0896,1,141,142,115,3048,3163
2012-01-20,spring,2012,January,21,not holiday,Friday,workingday,mist,0.2,0.2273,0.37,0.0896,5,99,104,115,3048,3163
2012-01-20,spring,2012,January,22,not holiday,Friday,workingday,mist,0.2,0.197,0.37,0.2239,1,71,72,115,3048,3163
2012-01-20,spring,2012,January,23,not holiday,Friday,workingday,light rain,0.16,0.1515,0.64,0.2239,3,35,38,115,3048,3163
2012-01-21,spring,2012,January,0,not holiday,Saturday,not workingday,light rain,0.16,0.1515,0.64,0.2239,0,24,24,67,1234,1301
2012-01-21,spring,2012,January,1,not holiday,Saturday,not workingday,heavy rain,0.14,0.1364,0.86,0.194,1,22,23,67,1234,1301
2012-01-21,spring,2012,January,2,not holiday,Saturday,not workingday,light rain,0.14,0.2121,0.86,0.0,1,25,26,67,1234,1301
2012-01-21,spring,2012,January,3,not holiday,Saturday,not workingday,light rain,0.14,0.1818,0.93,0.0896,0,13,13,67,1234,1301
2012-01-21,spring,2012,January,4,not holiday,Saturday,not workingday,light rain,0.16,0.197,0.86,0.0896,0,1,1,67,1234,1301
2012-01-21,spring,2012,January,5,not holiday,Saturday,not workingday,light rain,0.16,0.1818,0.86,0.1045,0,2,2,67,1234,1301
2012-01-21,spring,2012,January,6,not holiday,Saturday,not workingday,light rain,0.16,0.1667,0.93,0.1642,0,1,1,67,1234,1301
2012-01-21,spring,2012,January,7,not holiday,Saturday,not workingday,light rain,0.16,0.1667,0.93,0.1642,3,10,13,67,1234,1301
2012-01-21,spring,2012,January,8,not holiday,Saturday,not workingday,mist,0.16,0.1515,0.93,0.2537,3,22,25,67,1234,1301
2012-01-21,spring,2012,January,9,not holiday,Saturday,not workingday,mist,0.16,0.1515,0.93,0.2537,2,40,42,67,1234,1301
2012-01-21,spring,2012,January,10,not holiday,Saturday,not workingday,light rain,0.16,0.1515,0.93,0.2537,0,45,45,67,1234,1301
2012-01-21,spring,2012,January,11,not holiday,Saturday,not workingday,mist,0.18,0.2121,0.86,0.1045,1,62,63,67,1234,1301
2012-01-21,spring,2012,January,12,not holiday,Saturday,not workingday,mist,0.2,0.2121,0.8,0.1642,5,62,67,67,1234,1301
2012-01-21,spring,2012,January,13,not holiday,Saturday,not workingday,mist,0.2,0.197,0.8,0.2537,10,66,76,67,1234,1301
2012-01-21,spring,2012,January,14,not holiday,Saturday,not workingday,light rain,0.2,0.197,0.8,0.194,6,89,95,67,1234,1301
2012-01-21,spring,2012,January,15,not holiday,Saturday,not workingday,light rain,0.2,0.197,0.8,0.194,6,113,119,67,1234,1301
2012-01-21,spring,2012,January,16,not holiday,Saturday,not workingday,mist,0.2,0.1818,0.8,0.2985,5,113,118,67,1234,1301
2012-01-21,spring,2012,January,17,not holiday,Saturday,not workingday,mist,0.2,0.1818,0.8,0.3881,7,99,106,67,1234,1301
2012-01-21,spring,2012,January,18,not holiday,Saturday,not workingday,mist,0.2,0.1818,0.75,0.3881,3,107,110,67,1234,1301
2012-01-21,spring,2012,January,19,not holiday,Saturday,not workingday,mist,0.18,0.1515,0.8,0.3881,0,85,85,67,1234,1301
2012-01-21,spring,2012,January,20,not holiday,Saturday,not workingday,mist,0.18,0.1667,0.8,0.2985,5,62,67,67,1234,1301
2012-01-21,spring,2012,January,21,not holiday,Saturday,not workingday,clear,0.18,0.1515,0.74,0.3284,5,64,69,67,1234,1301
2012-01-21,spring,2012,January,22,not holiday,Saturday,not workingday,mist,0.18,0.1667,0.74,0.2985,3,56,59,67,1234,1301
2012-01-21,spring,2012,January,23,not holiday,Saturday,not workingday,mist,0.16,0.1515,0.8,0.2537,1,51,52,67,1234,1301
2012-01-22,spring,2012,January,0,not holiday,Sunday,not workingday,clear,0.16,0.1364,0.8,0.2985,1,51,52,196,1781,1977
2012-01-22,spring,2012,January,1,not holiday,Sunday,not workingday,mist,0.18,0.1667,0.74,0.2985,1,49,50,196,1781,1977
2012-01-22,spring,2012,January,2,not holiday,Sunday,not workingday,mist,0.18,0.1667,0.74,0.2836,1,46,47,196,1781,1977
2012-01-22,spring,2012,January,3,not holiday,Sunday,not workingday,mist,0.18,0.1667,0.69,0.2836,1,20,21,196,1781,1977
2012-01-22,spring,2012,January,4,not holiday,Sunday,not workingday,light rain,0.16,0.1364,0.8,0.2836,1,1,2,196,1781,1977
2012-01-22,spring,2012,January,5,not holiday,Sunday,not workingday,light rain,0.16,0.1515,0.74,0.2239,1,2,3,196,1781,1977
2012-01-22,spring,2012,January,6,not holiday,Sunday,not workingday,mist,0.16,0.1515,0.74,0.2239,0,4,4,196,1781,1977
2012-01-22,spring,2012,January,7,not holiday,Sunday,not workingday,mist,0.16,0.1515,0.74,0.2239,2,11,13,196,1781,1977
2012-01-22,spring,2012,January,8,not holiday,Sunday,not workingday,mist,0.16,0.1515,0.74,0.2239,3,29,32,196,1781,1977
2012-01-22,spring,2012,January,9,not holiday,Sunday,not workingday,mist,0.16,0.1515,0.74,0.2239,9,54,63,196,1781,1977
2012-01-22,spring,2012,January,10,not holiday,Sunday,not workingday,mist,0.16,0.1364,0.74,0.2836,9,120,129,196,1781,1977
2012-01-22,spring,2012,January,11,not holiday,Sunday,not workingday,light rain,0.16,0.1515,0.8,0.2537,18,115,133,196,1781,1977
2012-01-22,spring,2012,January,12,not holiday,Sunday,not workingday,mist,0.16,0.1515,0.8,0.2239,24,161,185,196,1781,1977
2012-01-22,spring,2012,January,13,not holiday,Sunday,not workingday,mist,0.16,0.1818,0.8,0.1343,24,175,199,196,1781,1977
2012-01-22,spring,2012,January,14,not holiday,Sunday,not workingday,mist,0.16,0.1667,0.8,0.1642,19,163,182,196,1781,1977
2012-01-22,spring,2012,January,15,not holiday,Sunday,not workingday,mist,0.16,0.1515,0.8,0.194,27,149,176,196,1781,1977
2012-01-22,spring,2012,January,16,not holiday,Sunday,not workingday,mist,0.16,0.1515,0.8,0.194,12,143,155,196,1781,1977
2012-01-22,spring,2012,January,17,not holiday,Sunday,not workingday,mist,0.16,0.1818,0.8,0.1045,8,100,108,196,1781,1977
2012-01-22,spring,2012,January,18,not holiday,Sunday,not workingday,light rain,0.16,0.1818,0.86,0.1045,11,110,121,196,1781,1977
2012-01-22,spring,2012,January,19,not holiday,Sunday,not workingday,light rain,0.16,0.1818,0.86,0.1045,9,80,89,196,1781,1977
2012-01-22,spring,2012,January,20,not holiday,Sunday,not workingday,light rain,0.16,0.1667,0.86,0.1642,5,69,74,196,1781,1977
2012-01-22,spring,2012,January,21,not holiday,Sunday,not workingday,light rain,0.16,0.1818,0.86,0.1045,8,36,44,196,1781,1977
2012-01-22,spring,2012,January,22,not holiday,Sunday,not workingday,mist,0.16,0.197,0.93,0.0896,0,58,58,196,1781,1977
2012-01-22,spring,2012,January,23,not holiday,Sunday,not workingday,mist,0.16,0.1818,0.93,0.1045,2,35,37,196,1781,1977
2012-01-23,spring,2012,January,0,not holiday,Monday,workingday,mist,0.18,0.2424,0.86,0.0,2,17,19,145,2287,2432
2012-01-23,spring,2012,January,1,not holiday,Monday,workingday,mist,0.18,0.2121,0.86,0.1045,0,4,4,145,2287,2432
2012-01-23,spring,2012,January,2,not holiday,Monday,workingday,mist,0.18,0.2121,0.86,0.1045,0,2,2,145,2287,2432
2012-01-23,spring,2012,January,3,not holiday,Monday,workingday,mist,0.18,0.2424,0.86,0.0,0,1,1,145,2287,2432
2012-01-23,spring,2012,January,4,not holiday,Monday,workingday,mist,0.2,0.2576,0.8,0.0,0,1,1,145,2287,2432
2012-01-23,spring,2012,January,5,not holiday,Monday,workingday,mist,0.2,0.2576,0.86,0.0,0,19,19,145,2287,2432
2012-01-23,spring,2012,January,6,not holiday,Monday,workingday,mist,0.2,0.2576,0.86,0.0,6,36,42,145,2287,2432
2012-01-23,spring,2012,January,7,not holiday,Monday,workingday,light rain,0.2,0.2576,0.86,0.0,8,114,122,145,2287,2432
2012-01-23,spring,2012,January,8,not holiday,Monday,workingday,light rain,0.2,0.2121,0.86,0.1343,5,267,272,145,2287,2432
2012-01-23,spring,2012,January,9,not holiday,Monday,workingday,mist,0.2,0.2273,0.86,0.0896,13,198,211,145,2287,2432
2012-01-23,spring,2012,January,10,not holiday,Monday,workingday,mist,0.2,0.2576,0.93,0.0,10,139,149,145,2287,2432
2012-01-23,spring,2012,January,11,not holiday,Monday,workingday,mist,0.2,0.2273,0.93,0.0896,5,57,62,145,2287,2432
2012-01-23,spring,2012,January,12,not holiday,Monday,workingday,mist,0.22,0.2727,0.93,0.0,10,52,62,145,2287,2432
2012-01-23,spring,2012,January,13,not holiday,Monday,workingday,light rain,0.22,0.2576,0.93,0.0896,5,32,37,145,2287,2432
2012-01-23,spring,2012,January,14,not holiday,Monday,workingday,light rain,0.22,0.2273,0.93,0.194,13,48,61,145,2287,2432
2012-01-23,spring,2012,January,15,not holiday,Monday,workingday,mist,0.22,0.2121,1.0,0.2239,10,64,74,145,2287,2432
2012-01-23,spring,2012,January,16,not holiday,Monday,workingday,mist,0.24,0.2424,0.93,0.1642,14,108,122,145,2287,2432
2012-01-23,spring,2012,January,17,not holiday,Monday,workingday,mist,0.24,0.2576,0.96,0.1045,6,270,276,145,2287,2432
2012-01-23,spring,2012,January,18,not holiday,Monday,workingday,mist,0.24,0.2424,0.93,0.1343,7,275,282,145,2287,2432
2012-01-23,spring,2012,January,19,not holiday,Monday,workingday,mist,0.26,0.2576,0.93,0.1642,9,211,220,145,2287,2432
2012-01-23,spring,2012,January,20,not holiday,Monday,workingday,mist,0.26,0.2576,1.0,0.1642,8,161,169,145,2287,2432
2012-01-23,spring,2012,January,21,not holiday,Monday,workingday,mist,0.26,0.2424,1.0,0.2836,8,112,120,145,2287,2432
2012-01-23,spring,2012,January,22,not holiday,Monday,workingday,mist,0.26,0.2424,1.0,0.2836,4,64,68,145,2287,2432
2012-01-23,spring,2012,January,23,not holiday,Monday,workingday,mist,0.28,0.2576,0.93,0.3284,2,35,37,145,2287,2432
2012-01-24,spring,2012,January,0,not holiday,Tuesday,workingday,mist,0.3,0.2879,1.0,0.2836,6,19,25,439,3900,4339
2012-01-24,spring,2012,January,1,not holiday,Tuesday,workingday,mist,0.32,0.303,0.93,0.2537,2,7,9,439,3900,4339
2012-01-24,spring,2012,January,2,not holiday,Tuesday,workingday,mist,0.32,0.303,0.93,0.2239,2,6,8,439,3900,4339
2012-01-24,spring,2012,January,3,not holiday,Tuesday,workingday,mist,0.32,0.3333,0.93,0.1343,0,3,3,439,3900,4339
2012-01-24,spring,2012,January,4,not holiday,Tuesday,workingday,mist,0.3,0.3182,1.0,0.0896,0,2,2,439,3900,4339
2012-01-24,spring,2012,January,5,not holiday,Tuesday,workingday,mist,0.3,0.3182,1.0,0.0896,0,26,26,439,3900,4339
2012-01-24,spring,2012,January,6,not holiday,Tuesday,workingday,mist,0.32,0.3182,0.93,0.194,1,88,89,439,3900,4339
2012-01-24,spring,2012,January,7,not holiday,Tuesday,workingday,mist,0.32,0.3333,0.93,0.1343,11,221,232,439,3900,4339
2012-01-24,spring,2012,January,8,not holiday,Tuesday,workingday,mist,0.32,0.3333,0.93,0.1343,11,479,490,439,3900,4339
2012-01-24,spring,2012,January,9,not holiday,Tuesday,workingday,mist,0.32,0.3333,0.87,0.0896,11,244,255,439,3900,4339
2012-01-24,spring,2012,January,10,not holiday,Tuesday,workingday,clear,0.32,0.3333,0.93,0.0896,23,93,116,439,3900,4339
2012-01-24,spring,2012,January,11,not holiday,Tuesday,workingday,clear,0.34,0.3333,0.87,0.1343,30,123,153,439,3900,4339
2012-01-24,spring,2012,January,12,not holiday,Tuesday,workingday,clear,0.34,0.3333,0.87,0.1642,25,150,175,439,3900,4339
2012-01-24,spring,2012,January,13,not holiday,Tuesday,workingday,clear,0.34,0.3333,0.87,0.1642,33,170,203,439,3900,4339
2012-01-24,spring,2012,January,14,not holiday,Tuesday,workingday,clear,0.36,0.3485,0.81,0.2239,35,138,173,439,3900,4339
2012-01-24,spring,2012,January,15,not holiday,Tuesday,workingday,mist,0.4,0.4091,0.71,0.1642,52,156,208,439,3900,4339
2012-01-24,spring,2012,January,16,not holiday,Tuesday,workingday,clear,0.4,0.4091,0.71,0.1343,35,243,278,439,3900,4339
2012-01-24,spring,2012,January,17,not holiday,Tuesday,workingday,clear,0.42,0.4242,0.67,0.0896,41,474,515,439,3900,4339
2012-01-24,spring,2012,January,18,not holiday,Tuesday,workingday,clear,0.4,0.4091,0.62,0.0896,32,391,423,439,3900,4339
2012-01-24,spring,2012,January,19,not holiday,Tuesday,workingday,clear,0.44,0.4394,0.51,0.0896,20,311,331,439,3900,4339
2012-01-24,spring,2012,January,20,not holiday,Tuesday,workingday,clear,0.32,0.3485,0.76,0.0,18,211,229,439,3900,4339
2012-01-24,spring,2012,January,21,not holiday,Tuesday,workingday,clear,0.36,0.3788,0.71,0.0,18,154,172,439,3900,4339
2012-01-24,spring,2012,January,22,not holiday,Tuesday,workingday,clear,0.32,0.3485,0.81,0.0,14,111,125,439,3900,4339
2012-01-24,spring,2012,January,23,not holiday,Tuesday,workingday,clear,0.32,0.3485,0.76,0.0,19,80,99,439,3900,4339
2012-01-25,spring,2012,January,0,not holiday,Wednesday,workingday,clear,0.26,0.303,0.93,0.0,6,25,31,467,3803,4270
2012-01-25,spring,2012,January,1,not holiday,Wednesday,workingday,clear,0.3,0.2879,0.7,0.2239,4,9,13,467,3803,4270
2012-01-25,spring,2012,January,2,not holiday,Wednesday,workingday,clear,0.28,0.2727,0.7,0.194,3,3,6,467,3803,4270
2012-01-25,spring,2012,January,3,not holiday,Wednesday,workingday,clear,0.26,0.2576,0.75,0.194,0,1,1,467,3803,4270
2012-01-25,spring,2012,January,4,not holiday,Wednesday,workingday,clear,0.26,0.2424,0.7,0.2836,0,4,4,467,3803,4270
2012-01-25,spring,2012,January,5,not holiday,Wednesday,workingday,clear,0.26,0.2424,0.7,0.2836,0,33,33,467,3803,4270
2012-01-25,spring,2012,January,6,not holiday,Wednesday,workingday,clear,0.24,0.2273,0.73,0.2239,1,87,88,467,3803,4270
2012-01-25,spring,2012,January,7,not holiday,Wednesday,workingday,clear,0.24,0.2273,0.75,0.2239,14,243,257,467,3803,4270
